PM25,Anomaly,Time,Model
1,FALSE,2021-01-03T10:03:11Z,DNN
38,TRUE,2021-01-03T10:13:11Z,DNN
4,FALSE,2021-01-03T10:23:11Z,DNN
1,FALSE,2021-01-03T10:33:11Z,DNN
1,FALSE,2021-01-03T09:43:11Z,Isolation Forest
4,FALSE,2021-01-03T09:53:11Z,Isolation Forest
1,FALSE,2021-01-03T10:03:11Z,Isolation Forest
38,FALSE,2021-01-03T10:13:11Z,Isolation Forest
4,FALSE,2021-01-03T10:23:11Z,Isolation Forest
1,FALSE,2021-01-03T10:33:11Z,Isolation Forest
1,FALSE,2021-01-03T10:43:25Z,LSTM
7,TRUE,2021-01-03T10:53:25Z,LSTM
3,FALSE,2021-01-03T11:03:25Z,LSTM
3,FALSE,2021-01-03T11:13:25Z,LSTM
4,FALSE,2021-01-03T11:23:25Z,LSTM
1,FALSE,2021-01-03T11:33:25Z,LSTM
1,FALSE,2021-01-03T10:43:25Z,DNN
7,FALSE,2021-01-03T10:53:25Z,DNN
3,FALSE,2021-01-03T11:03:25Z,DNN
3,FALSE,2021-01-03T11:13:25Z,DNN
4,FALSE,2021-01-03T11:23:25Z,DNN
1,FALSE,2021-01-03T11:33:25Z,DNN
1,FALSE,2021-01-03T10:43:25Z,GRU
7,TRUE,2021-01-03T10:53:25Z,GRU
3,FALSE,2021-01-03T11:03:25Z,GRU
3,FALSE,2021-01-03T11:13:25Z,GRU
4,FALSE,2021-01-03T11:23:25Z,GRU
1,FALSE,2021-01-03T11:33:25Z,GRU
1,FALSE,2021-01-03T10:43:25Z,Isolation Forest
7,FALSE,2021-01-03T10:53:25Z,Isolation Forest
3,FALSE,2021-01-03T11:03:25Z,Isolation Forest
3,FALSE,2021-01-03T11:13:25Z,Isolation Forest
4,FALSE,2021-01-03T11:23:25Z,Isolation Forest
1,FALSE,2021-01-03T11:33:25Z,Isolation Forest
1,FALSE,2021-01-03T11:43:40Z,LSTM
3,FALSE,2021-01-03T11:53:40Z,LSTM
1,FALSE,2021-01-03T12:03:40Z,LSTM
3,FALSE,2021-01-03T12:13:31Z,LSTM
3,FALSE,2021-01-03T12:23:31Z,LSTM
4,FALSE,2021-01-03T12:33:31Z,LSTM
1,FALSE,2021-01-03T11:43:40Z,GRU
3,FALSE,2021-01-03T11:53:40Z,GRU
1,FALSE,2021-01-03T12:03:40Z,GRU
3,FALSE,2021-01-03T12:13:31Z,GRU
3,FALSE,2021-01-03T12:23:31Z,GRU
4,FALSE,2021-01-03T12:33:31Z,GRU
1,FALSE,2021-01-03T11:43:40Z,DNN
3,FALSE,2021-01-03T11:53:40Z,DNN
1,FALSE,2021-01-03T12:03:40Z,DNN
3,FALSE,2021-01-03T12:13:31Z,DNN
3,FALSE,2021-01-03T12:23:31Z,DNN
4,FALSE,2021-01-03T12:33:31Z,DNN
1,FALSE,2021-01-03T11:43:40Z,Isolation Forest
3,FALSE,2021-01-03T11:53:40Z,Isolation Forest
1,FALSE,2021-01-03T12:03:40Z,Isolation Forest
3,FALSE,2021-01-03T12:13:31Z,Isolation Forest
3,FALSE,2021-01-03T12:23:31Z,Isolation Forest
4,FALSE,2021-01-03T12:33:31Z,Isolation Forest
6,FALSE,2021-01-03T12:43:45Z,LSTM
6,FALSE,2021-01-03T12:53:45Z,LSTM
5,FALSE,2021-01-03T13:03:45Z,LSTM
1,TRUE,2021-01-03T13:13:45Z,LSTM
11,FALSE,2021-01-03T13:23:45Z,LSTM
7,FALSE,2021-01-03T13:33:45Z,LSTM
6,FALSE,2021-01-03T12:43:45Z,GRU
6,FALSE,2021-01-03T12:53:45Z,GRU
5,FALSE,2021-01-03T13:03:45Z,GRU
1,TRUE,2021-01-03T13:13:45Z,GRU
11,FALSE,2021-01-03T13:23:45Z,GRU
7,FALSE,2021-01-03T13:33:45Z,GRU
6,FALSE,2021-01-03T12:43:45Z,DNN
6,FALSE,2021-01-03T12:53:45Z,DNN
5,FALSE,2021-01-03T13:03:45Z,DNN
1,TRUE,2021-01-03T13:13:45Z,DNN
11,FALSE,2021-01-03T13:23:45Z,DNN
7,FALSE,2021-01-03T13:33:45Z,DNN
6,FALSE,2021-01-03T12:43:45Z,Isolation Forest
6,FALSE,2021-01-03T12:53:45Z,Isolation Forest
5,FALSE,2021-01-03T13:03:45Z,Isolation Forest
1,FALSE,2021-01-03T13:13:45Z,Isolation Forest
11,FALSE,2021-01-03T13:23:45Z,Isolation Forest
7,FALSE,2021-01-03T13:33:45Z,Isolation Forest
8,FALSE,2021-01-03T13:44:01Z,LSTM
1,TRUE,2021-01-03T13:54:01Z,LSTM
6,FALSE,2021-01-03T14:04:01Z,LSTM
6,FALSE,2021-01-03T14:14:01Z,LSTM
4,FALSE,2021-01-03T14:24:01Z,LSTM
3,FALSE,2021-01-03T14:34:01Z,LSTM
8,FALSE,2021-01-03T13:44:01Z,Isolation Forest
1,FALSE,2021-01-03T13:54:01Z,Isolation Forest
6,FALSE,2021-01-03T14:04:01Z,Isolation Forest
6,FALSE,2021-01-03T14:14:01Z,Isolation Forest
4,FALSE,2021-01-03T14:24:01Z,Isolation Forest
3,FALSE,2021-01-03T14:34:01Z,Isolation Forest
8,FALSE,2021-01-03T13:44:01Z,DNN
1,TRUE,2021-01-03T13:54:01Z,DNN
6,FALSE,2021-01-03T14:04:01Z,DNN
6,FALSE,2021-01-03T14:14:01Z,DNN
4,FALSE,2021-01-03T14:24:01Z,DNN
3,FALSE,2021-01-03T14:34:01Z,DNN
8,FALSE,2021-01-03T13:44:01Z,GRU
1,TRUE,2021-01-03T13:54:01Z,GRU
6,FALSE,2021-01-03T14:04:01Z,GRU
6,FALSE,2021-01-03T14:14:01Z,GRU
4,FALSE,2021-01-03T14:24:01Z,GRU
3,FALSE,2021-01-03T14:34:01Z,GRU
6,FALSE,2021-01-03T14:44:21Z,DNN
9,FALSE,2021-01-03T14:54:21Z,DNN
1,FALSE,2021-01-03T15:04:21Z,DNN
1,FALSE,2021-01-03T15:14:21Z,DNN
1,FALSE,2021-01-03T15:24:21Z,DNN
3,FALSE,2021-01-03T15:34:21Z,DNN
6,FALSE,2021-01-03T14:44:21Z,Isolation Forest
9,FALSE,2021-01-03T14:54:21Z,Isolation Forest
1,FALSE,2021-01-03T15:04:21Z,Isolation Forest
1,FALSE,2021-01-03T15:14:21Z,Isolation Forest
1,FALSE,2021-01-03T15:24:21Z,Isolation Forest
3,FALSE,2021-01-03T15:34:21Z,Isolation Forest
6,FALSE,2021-01-03T14:44:21Z,GRU
9,TRUE,2021-01-03T14:54:21Z,GRU
1,FALSE,2021-01-03T15:04:21Z,GRU
1,FALSE,2021-01-03T15:14:21Z,GRU
1,FALSE,2021-01-03T15:24:21Z,GRU
3,FALSE,2021-01-03T15:34:21Z,GRU
6,FALSE,2021-01-03T14:44:21Z,LSTM
9,TRUE,2021-01-03T14:54:21Z,LSTM
1,FALSE,2021-01-03T15:04:21Z,LSTM
1,FALSE,2021-01-03T15:14:21Z,LSTM
1,FALSE,2021-01-03T15:24:21Z,LSTM
3,FALSE,2021-01-03T15:34:21Z,LSTM
